Country,Break,Lat,Long,Wave_type,Direction,Bottom,Difficulty,Fixed
england,constantine_bay,50.53506088256836,-5.02824068069458,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
england,crackington,50.74264907836914,-4.64670181274414,Beach break,Right & left,Sand & Rock,Beginners,N
england,harlyn,50.54414367675781,-4.99804973602295,Beach break,Right & left,Sand,Beginners,N
england,hole,50.56579208374023,-4.98229980468750,Reef break,Right & left,Rocky reef,Advanced surfer,N
england,polzeath,50.57694244384766,-4.92361307144165,Beach break,Right & left,Sand,Beginners,N
england,trebarwith_strand,50.64924240112305,-4.77064132690430,Beach break,Right & left,Sand,Beginners,N
england,trevone,50.54621887207031,-4.98354434967041,Beach break,Right,Sand & Rock,Beginners,N
england,treyarnon,50.52859878540039,-5.03010749816895,Reef break,Left,Sand & Rock,Intermediate surfer,N
england,watergate_bay,50.43755340576172,-5.05040645599365,Beach break,Right & left,Sand,Beginners,N
england,widemouth_bay,50.78900909423828,-4.56893920898438,Beach break,Right & left,Sand,Beginners,N
england,caerhays,50.23007583618164,-4.84359741210938,Beach break,Right & left,Sand,Beginners,N
england,pentewan,50.28758621215820,-4.76531982421875,Beach break,Right & left,Sand,Beginners,N
england,porthleven,50.08088302612305,-5.32412052154541,Reef break,Right,Rocky reef,Intermediate surfer,N
england,praa_sands,50.09591674804688,-5.39222717285156,Beach break,Right & left,Sand,Beginners,N
england,seaton,50.35958862304688,-4.38749313354492,Beach break,Right & left,Sand,Beginners,N
england,whitsand_bay,50.31740951538086,-4.25170898437500,Beach break,Left,Sand,Beginners,N
england,godrevy_beach,50.23695755004883,-5.39502811431885,Beach break,Right & left,Sand & Rock,Beginners,N
england,gwithian,50.22612380981445,-5.40527343750000,Beach break,Right & left,Sand,Beginners,N
england,hayle,50.21206283569336,-5.43823242187500,Beach break,Right,Sand,Beginners,N
england,holywell_bay,50.39516830444336,-5.15087127685547,Beach break,Right & left,Sand,Beginners,N
england,perranporth,50.35181427001953,-5.16254425048828,Beach break,Right & left,Sand,Intermediate surfer,N
england,porthmeor_beach,50.21689605712891,-5.48269271850586,Beach break,Right & left,Sand,Beginners,N
england,porthtowan,50.28363418579102,-5.25077819824219,Beach break,Right & left,Sand,Intermediate surfer,N
england,portreath,50.26125335693359,-5.29008865356445,Beach break,Right & left,Sand,Beginners,N
england,sennen,50.08270263671875,-5.70653915405273,Beach break,Right,Boulders,Intermediate surfer,N
england,croyde,51.13051605224609,-4.24698829650879,Beach break,Right & left,Sand,Beginners,N
england,juicys,51.01029968261719,-4.49890136718750,Reef break,Left,Rocky reef,Advanced surfer,N
england,lynmouth,51.23645019531250,-3.82671833038330,Point break,Left,Boulders,Intermediate surfer,N
england,putsborough,51.14799118041992,-4.22664642333984,Beach break,Right & left,Sand,Unknown,N
england,saunton_sands,51.11042022705078,-4.24621582031250,Beach break,Right & left,Sand,Beginners,N
england,westward_ho!,51.04614257812500,-4.26990509033203,Beach break,Right & left,Sand,Beginners,N
england,woolacombe,51.17299270629883,-4.21926498413086,Beach break,Right & left,Sand & Rock,Beginners,N
england,bantham,50.27825927734375,-3.88607025146484,Beach break,Right & left,Sand,Intermediate surfer,N
england,beer_point,50.68542480468750,-3.08913230895996,Point break,Right,Sand & Rock,Beginners,N
england,north_sands_salcombe,50.22947311401367,-3.78015518188477,Rivermouth,Right & left,Sand,Intermediate surfer,N
england,st_marys_bay,50.38651657104492,-3.50357055664062,Point break,Right & left,Sand & Rock,Intermediate surfer,N
england,thurlestone,50.26493453979492,-3.87379646301270,Beach break,Right,Sand & Rock,Intermediate surfer,N
england,boobahs,52.94519805908203,1.21973991394043,Reef break,Right & left,Sand & Rock,Intermediate surfer,N
england,caister-on-sea,52.64983367919922,1.73729896545410,Beach break,Right & left,Sand,Beginners,N
england,cromer,52.93348312377930,1.30248069763184,Beach break,Right & left,Sand & Rock,Beginners,N
england,east_runton,52.93780899047852,1.27472519874573,Beach break,Right & left,Sand & Rock,Beginners,N
england,gorleston,52.59206008911133,1.73882246017456,Beach break,Right & left,Sand,Beginners,N
england,gorleston_reef,52.56967926025391,1.73389792442322,Reef break,Right & left,Sand,Beginners,N
england,m&ks,52.94638824462891,1.20244777202606,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
england,mundesley_on_sea,52.87844085693359,1.43847942352295,Reef break,Left,Sand,Intermediate surfer,N
england,scratby,52.67325973510742,1.72760009765625,Beach break,Right & left,Sand,Beginners,N
england,sea_palling,52.78573989868164,1.60400390625000,Reef break,Right,Sand,Beginners,N
england,walcott,52.84145355224609,1.50753021240234,Beach break,Right & left,Sand,Beginners,N
england,barmston,54.01180267333984,-0.21217346191406,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
england,cayton_bay_bunkers,54.24460220336914,-0.35546779632568,Beach break,Right,Sand,Intermediate surfer,N
england,filey,54.19538497924805,-0.26847839355469,Beach break,Right & left,Sand,Beginners,N
england,south_bay_scarborough,54.28987884521484,-0.39722442626953,Beach break,Right,Sand,Beginners,N
england,sutton_on_sea_,53.31241607666016,0.28495788574219,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
england,the_point,54.25276565551758,-0.36495208740234,Reef break,Left,Rocky reef,Advanced surfer,N
england,whitby,54.49252700805664,-0.62141418457031,Beach break,Right & left,Sand,Beginners,N
england,compton_bay,50.66208648681641,-1.48864746093750,Beach break,Right & left,Sand,Beginners,N
england,bamburgh,55.61752700805664,-1.69601440429688,Beach break,Right & left,Sand,Beginners,N
england,headland_prom,54.70280456542969,-1.18515014648438,Beach break,Right & left,Sand,Unknown,N
england,saltburn,54.59175872802734,-0.97263336181641,Beach break,Right & left,Sand,Beginners,N
england,tynemouth-longsands,55.02999114990234,-1.41620635986328,Beach break,Right & left,Sand & Rock,Beginners,N
england,boscombe_pier,50.71624374389648,-1.84209823608398,Beach break,Right,Sand,Beginners,N
england,boscombe_reef,50.71754837036133,-1.83647632598877,Reef break,Right & left,Sand,Advanced surfer,N
england,bournemouth_pier,50.71482849121094,-1.87540054321289,Beach break,Right,Sand,Intermediate surfer,N
england,highcliffe,50.73585891723633,-1.69258117675781,Beach break,Right & left,Sand,Beginners,N
england,kimmeridge_bay,50.60786437988281,-2.13632583618164,Reef break,Right,Rocky reef,Intermediate surfer,N
england,southbourne,50.71754837036133,-1.77703857421875,Breakwater / groyne,Right & left,Sand,Beginners,N
england,witterings,50.76512908935547,-0.88285446166992,Beach break,Right,Sand,Beginners,N
england,worthing_pier,50.80710220336914,-0.36894321441650,Breakwater / groyne,Right & left,Sand & Rock,Unknown,N
england,camber_sands,50.92489624023438,0.80715179443359,Beach break,Right & left,Sand,Beginners,N
england,hastings,50.85187149047852,0.57350802421570,Beach break,Right & left,Sand,Beginners,N
england,joss_bay,51.39181518554688,1.45225524902344,Beach break,Right & left,Sand,Beginners,N
france,biarritz_grand_plage,43.48630523681641,-1.56246185302734,Beach break,Right & left,Sand,Beginners,N
france,chambre_damour,43.49561691284180,-1.54674947261810,Beach break,Right & left,Sand,Intermediate surfer,N
france,hendaye_plage,43.37348556518555,-1.76965713500977,Point break,Right & left,Sand & Rock,Intermediate surfer,N
france,la_barre,43.52801513671875,-1.52993202209473,Beach break,Left,Sand,Beginners,N
france,la_côte_des_basques,43.48018646240234,-1.57001495361328,Beach break,Right & left,Sand & Rock,Beginners,N
france,la_milady,43.46442413330078,-1.57571935653687,Beach break,Right & left,Sand,Beginners,N
france,plage_des_basque,43.47733688354492,-1.56881332397461,Point break,Right,Sand,Intermediate surfer,N
france,dossen,48.69646072387695,-4.07292366027832,Beach break,Right & left,Sand,Beginners,N
france,erquy_beach,48.63063812255859,-2.46952056884766,Beach break,Right & left,Sand,Beginners,N
france,pentrez,48.16959762573242,-4.29179191589355,Beach break,Left,Sand,Beginners,N
france,baie_des_trépassés,48.04636001586914,-4.71070909500122,Beach break,Right & left,Sand,Intermediate surfer,N
france,grande_plage,47.47689819335938,-3.12011718750000,Reef break,Right & left,Sand,Beginners,N
france,guidel_plages,47.76102066040039,-3.52798461914062,Beach break,Right & left,Sand,Beginners,N
france,la_torche,47.83367156982422,-4.36569213867188,Point break,Left,Sand,Intermediate surfer,N
france,quiberon_-_le_mentor,47.58175659179688,-3.14064145088196,Beach break,Right & left,Sand,Beginners,N
france,quiberon_-_les_crevettes,47.57627868652344,-3.13838839530945,Beach break,Right & left,Sand,Beginners,N
france,quiberon_-_port_blanc,47.52346801757812,-3.15537214279175,Beach break,Right,Boulders,Advanced surfer,N
france,st_tugen,48.02116012573242,-4.66541290283203,Beach break,Right & left,Sand,Beginners,N
france,carcans-plage,45.08176422119141,-1.20780944824219,Beach break,Right & left,Sand,Beginners,N
france,lacanau,45.00607681274414,-1.22566223144531,Beach break,Right & left,Sand,Intermediate surfer,N
france,le_pin_sec,45.26934814453125,-1.17158889770508,Beach break,Right & left,Sand,Intermediate surfer,N
france,soulac-sur-mer,45.51693344116211,-1.15219116210938,Beach break,Right & left,Sand,Beginners,N
france,boucau,43.53784561157227,-1.52744293212891,Breakwater / groyne,Left,Sand,Intermediate surfer,N
france,capbreton,43.65116882324219,-1.45122528076172,Beach break,Right & left,Sand,Beginners,N
france,hossegor_area,43.69766616821289,-1.43920898437500,Beach break,Right & left,Sand,Intermediate surfer,N
france,hossegor_plage_central,43.66215896606445,-1.45002365112305,Beach break,Right & left,Sand,Beginners,N
france,la_graviere,43.67705917358398,-1.44736289978027,Beach break,Right & left,Sand,Beginners,N
france,le_penon,43.70957946777344,-1.44332885742188,Beach break,Right & left,Sand,Beginners,N
france,les_bourdaines,43.69791412353516,-1.44487380981445,Beach break,Right & left,Sand & Rock,Beginners,N
france,les_culs_nus,43.66476821899414,-1.44719123840332,Beach break,Right & left,Sand,Beginners,N
france,les_estagnots,43.69046783447266,-1.44598960876465,Beach break,Right & left,Sand,Intermediate surfer,N
france,mimizan,44.21530914306641,-1.30702972412109,Beach break,Right & left,Sand,Beginners,N
france,moliets_plage,43.85383987426758,-1.40830993652344,Beach break,Right & left,Sand,Beginners,N
france,ondres,43.57759475708008,-1.48931264877319,Beach break,Right & left,Sand,Beginners,N
france,plage_de_locéan,43.51818084716797,-1.53242111206055,Beach break,Right,Sand,Intermediate surfer,N
france,gruissan,43.10841369628906,3.12326550483704,Breakwater / groyne,Right & left,Sand,Intermediate surfer,N
france,narbonne_plage,43.16836929321289,3.18152570724487,Breakwater / groyne,Left,Sand,Beginners,N
france,tamaris,43.32792663574219,5.08278083801270,Reef break,Right & left,Rocky reef,Beginners,N
france,wissant,50.88397598266602,1.65515899658203,Beach break,Right & left,Sand,Beginners,N
france,cp,46.76244354248047,-2.05615997314453,Beach break,Right,Sand,Intermediate surfer,N
france,la_sauzaie,46.63974380493164,-1.89936876296997,Reef break,Right,Rocky reef,Intermediate surfer,N
france,les_conches,46.38954162597656,-1.49381875991821,Beach break,Right,Sand,Intermediate surfer,N
france,sauveterre,46.54115295410156,-1.84020996093750,Beach break,Right & left,Sand & Rock,Beginners,N
france,st_gilles-croix-de-vie,46.68430328369141,-1.95213317871094,Beach break,Right & left,Sand,Beginners,N
france,côte_sauvage,45.77967453002930,-1.24302148818970,Beach break,Right & left,Sand,Intermediate surfer,N
france,phare_de_la_coubre,45.73877716064453,-1.28265380859375,Beach break,Right,Sand,Beginners,N
ireland,garrettstown,51.64382171630859,-8.58051013946533,Beach break,Right & left,Sand,Intermediate surfer,N
ireland,doonbeg_,52.77950668334961,-9.44824218750000,Reef break,Right,Boulders,Intermediate surfer,N
ireland,lahinch_beach,52.93363952636719,-9.36447143554688,Beach break,Right & left,Sand,Beginners,N
ireland,bundoran_peak,54.48115921020508,-8.28575134277344,Reef break,Right & left,Rocky reef,Intermediate surfer,N
ireland,dooey_beach,54.86870574951172,-8.38256835937500,Beach break,Right & left,Sand,Beginners,N
ireland,rossnowlagh,54.55414581298828,-8.21146488189697,Beach break,Right & left,Sand,Beginners,N
ireland,tullan_strand,54.49945449829102,-8.27510833740234,Beach break,Right & left,Sand & Rock,Beginners,N
ireland,carnivan,52.17364120483398,-6.83598518371582,Beach break,Right,Sand,Beginners,N
ireland,banna_,52.33853912353516,-9.83435153961182,Beach break,Right & left,Sand,Beginners,N
ireland,coumeenoole,52.10887908935547,-10.46415519714355,Beach break,Right & left,Sand & Rock,Advanced surfer,N
ireland,fermoyle_beach,52.24472427368164,-10.12385845184326,Beach break,Right & left,Sand,Beginners,N
ireland,gawlane,52.25066375732422,-10.08695125579834,Beach break,Right & left,Sand,Intermediate surfer,N
ireland,inch_beach,52.13738632202148,-9.98562812805176,Beach break,Left,Sand,Beginners,N
ireland,the_secret_place,52.28023529052734,-10.02414512634277,Beach break,Right & left,Sand & Rock,Beginners,N
ireland,wine_strand,52.17975997924805,-10.39462184906006,Beach break,Right & left,Sand,Intermediate surfer,N
ireland,carrowniskey,53.71870803833008,-9.88563537597656,Beach break,Right & left,Sand,Beginners,N
ireland,enniscrone,54.21667098999023,-9.09788131713867,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
ireland,mullaghmore,54.46285629272461,-8.43475341796875,Beach break,Right & left,Sand,Beginners,N
ireland,strandhill,54.25880813598633,-8.62426757812500,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
ireland,tramore,52.15782165527344,-7.13901042938232,Beach break,Left,Sand & Rock,Beginners,N
ireland,whiting_bay,51.94918441772461,-7.76999473571777,Beach break,Right & left,Sand & Rock,Beginners,N
ireland,portballintrae,55.22451782226562,-6.53669357299805,Beach break,Right & left,Sand,Beginners,N
ireland,portrush,55.20885086059570,-6.63848876953125,Beach break,Right & left,Sand,Beginners,N
ireland,white_rocks,55.21316146850586,-6.58699035644531,Beach break,Right & left,Sand,Beginners,N
italy,ansedonia,42.40611648559570,11.28091526031494,Point break,Left,Sand & Rock,Beginners,N
italy,fontane_bianche,36.96268844604492,15.21992111206055,Point break,Left,Boulders,Advanced surfer,N
italy,varazze,44.35448074340820,8.58246803283691,Reef break,Right & left,Artificial reef,Beginners,N
madeira_islands,cais__-_vila_baleira_,33.06241226196289,-16.32843017578125,Reef break,Left,Rocky reef,Intermediate surfer,N
madeira_islands,faja_da_areia,32.81620407104492,-17.04691886901855,Point break,Right & left,Sand & Rock,Beginners,N
madeira_islands,ponta_delgada,32.83460998535156,-16.99087142944336,Reef break,Right & left,Rocky reef,Advanced surfer,N
madeira_islands,praia_do_cabeço_,33.03572082519531,-16.36207580566406,Reef break,Right,Sand & Rock,Advanced surfer,N
netherlands,bergen_aan_zee,52.66050720214844,4.62746477127075,Point break,Right & left,Sand,Unknown,N
netherlands,domburg,51.55599594116211,3.46944808959961,Beach break,Right & left,Sand,Beginners,N
netherlands,formerum_aan_zee,53.41060638427734,5.29648303985596,Beach break,Right & left,Sand,Intermediate surfer,N
netherlands,hoek_van_holland,51.98868560791016,4.10373687744141,Beach break,Right & left,Sand,Unknown,N
netherlands,ouddorp,51.82007598876953,3.87611389160156,Beach break,Right & left,Sand,Beginners,N
netherlands,scheveningen_noord,52.10439682006836,4.26200866699219,Point break,Right,Sand & Rock,Intermediate surfer,N
netherlands,wijk_aan_zee,52.49117660522461,4.58164215087891,Beach break,Right & left,Sand,Beginners,N
netherlands,zandvoort,52.37350463867188,4.52362060546875,Point break,Right & left,Sand,Unknown,N
norway,ervika,62.16891098022461,5.10503768920898,Beach break,Right & left,Sand & Rock,Beginners,N
norway,flø,62.40735244750977,5.84910392761230,Reef break,Right & left,Boulders,Intermediate surfer,N
norway,grøtfjord,69.77848052978516,18.53934288024902,Beach break,Right & left,Sand,Beginners,N
norway,hellestø,58.84284591674805,5.56255817413330,Beach break,Right & left,Sand,Beginners,N
norway,hoddevik,62.12701797485352,5.14572143554688,Beach break,Right & left,Sand & Rock,Beginners,N
norway,hollen,58.01252365112305,7.14935302734375,Beach break,Right & left,Boulders,Beginners,N
norway,unstad,68.26837158203125,13.58047485351562,Reef break,Right,Sand,Advanced surfer,N
portugal,porto_covo,37.86198043823242,-8.79987716674805,Beach break,Right & left,Sand,Beginners,N
portugal,praia_de_odeceixe,37.44258117675781,-8.79900836944580,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
portugal,praia_do_carvalhal,37.49072647094727,-8.79532814025879,Beach break,Right & left,Sand,Beginners,N
portugal,vila_nova_de_milfontes,37.71886062622070,-8.79421234130859,Rivermouth,Right,Sand & Rock,Intermediate surfer,N
portugal,arrifana_beach,37.29139709472656,-8.86991500854492,Beach break,Right & left,Sand,Beginners,N
portugal,arrifana_point,37.29338073730469,-8.87557983398438,Point break,Right,Boulders,Advanced surfer,N
portugal,castelejo_beach,37.09943389892578,-8.94630241394043,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,praia_de_alvor,37.12857055664062,-8.59302520751953,Breakwater / groyne,Right & left,Boulders,Intermediate surfer,N
portugal,praia_de_cordoama,37.10797119140625,-8.94407272338867,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,praia_do_tonel,37.00516510009766,-8.94879341125488,Beach break,Right & left,Sand,Beginners,N
portugal,praiha_amado,37.16798400878906,-8.90424728393555,Beach break,Right & left,Sand,Beginners,N
portugal,belgas,39.41815948486328,-9.25941467285156,Beach break,Right & left,Sand,Beginners,N
portugal,buarcos,40.17113494873047,-8.89463424682617,Point break,Right,Sand & Rock,Intermediate surfer,N
portugal,cabedelo,40.14076232910156,-8.87246894836426,Beach break,Right,Sand,Beginners,N
portugal,cantinho_da_baia,39.37149810791016,-9.34003067016602,Beach break,Right,Sand,Intermediate surfer,N
portugal,captains_beach,39.37347030639648,-9.33046150207520,Beach break,Right & left,Sand,Intermediate surfer,N
portugal,lagido,39.37484741210938,-9.33653354644775,Reef break,Left,Sand & Rock,Intermediate surfer,N
portugal,maceda,40.92946624755859,-8.65971565246582,Beach break,Right & left,Sand,Beginners,N
portugal,mohle_leste,39.34836959838867,-9.36944961547852,Beach break,Right,Sand,Intermediate surfer,N
portugal,murtinheira,40.20562362670898,-8.90956878662109,Beach break,Right & left,Sand,Advanced surfer,N
portugal,nazare,39.59590148925781,-9.08191680908203,Beach break,Right & left,Sand,Intermediate surfer,N
portugal,praia_azul,39.11224746704102,-9.39279556274414,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,praia_baía,41.00828933715820,-8.64850425720215,Breakwater / groyne,Right & left,Sand,Intermediate surfer,N
portugal,praia_da_areia_branca,39.26704788208008,-9.33689880371094,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
portugal,praia_da_cova_da_gala,40.12897491455078,-8.86310672760010,Beach break,Right & left,Unknown,Beginners,N
portugal,praia_da_leirosa,40.05766296386719,-8.89134025573730,Beach break,Right & left,Unknown,Beginners,N
portugal,praia_da_murtinheira,40.20772933959961,-8.89679050445557,Beach break,Right & left,Unknown,Intermediate surfer,N
portugal,praia_da_tocha,40.32909011840820,-8.84539985656738,Beach break,Right & left,Unknown,Beginners,N
portugal,praia_da_vagueira,40.56017684936523,-8.77623081207275,Beach break,Right & left,Sand,Beginners,N
portugal,praia_de_mira,40.45680999755859,-8.80245208740234,Beach break,Right & left,Unknown,Intermediate surfer,N
portugal,praia_de_quiaios,40.21637344360352,-8.89377593994141,Beach break,Right & left,Boulders,Intermediate surfer,N
portugal,praia_do_poço_da_cruz,40.48077392578125,-8.78883647918701,Beach break,Right,Unknown,Intermediate surfer,N
portugal,praia_grande,39.07037734985352,-9.40429687500000,Beach break,Right & left,Boulders,Intermediate surfer,N
portugal,santa_cruz,39.14324188232422,-9.38146591186523,Beach break,Right & left,Sand,Beginners,N
portugal,supertubos,39.32579803466797,-9.36893463134766,Beach break,Right & left,Sand,Intermediate surfer,N
portugal,coxos,39.00084304809570,-9.42665576934814,Reef break,Right,Rocky reef,Advanced surfer,N
portugal,ribeira_dilhas,38.98503112792969,-9.42558288574219,Reef break,Right,Sand & Rock,Intermediate surfer,N
portugal,bafureira,38.68966293334961,-9.37150955200195,Point break,Right & left,Rocky reef,Beginners,N
portugal,carcavelos,38.67376327514648,-9.33185577392578,Beach break,Right & left,Sand,Advanced surfer,N
portugal,costa_da_caparica,38.63557815551758,-9.24078941345215,Beach break,Right & left,Sand,Beginners,N
portugal,crazy_right_,38.69440841674805,-9.44669151306152,Reef break,Right,Sand & Rock,Beginners,N
portugal,foz_do_lizando,38.94185256958008,-9.41536903381348,Beach break,Right,Sand & Rock,Beginners,N
portugal,guincho,38.73346328735352,-9.47793960571289,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,jil,38.71123123168945,-9.47021484375000,Reef break,Right,Boulders,Beginners,N
portugal,praia_das_macas,38.82981109619141,-9.47347640991211,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,praia_de_poca,38.70301818847656,-9.38507080078125,Reef break,Right & left,Rocky reef,Advanced surfer,N
portugal,"afife,_praia_do_bico",41.77694320678711,-8.87145996093750,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
portugal,cabedelo,41.67787933349609,-8.83536815643311,Point break,Right,Sand,Beginners,N
portugal,esposende,41.51243209838867,-8.79352569580078,Beach break,Right & left,Sand,Beginners,N
portugal,leça_da_palmeira_,41.18879699707031,-8.70872497558594,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,matosinhos,41.16478347778320,-8.71593475341797,Beach break,Right & left,Sand,Beginners,N
portugal,miramar,41.06563186645508,-8.66254806518555,Beach break,Right & left,Sand & Rock,Beginners,N
portugal,vila_praia_de_âncora,41.81277847290039,-8.86622428894043,Beach break,Right & left,Sand,Beginners,N
scotland,aberdeen,57.14145660400391,-2.07229614257812,Beach break,Right,Sand,Beginners,N
scotland,belhaven_bay,56.00795364379883,-2.56058692932129,Beach break,Right & left,Sand,Beginners,N
scotland,carnoustie_bay,56.49901962280273,-2.70736622810364,Beach break,Right & left,Sand,Beginners,N
scotland,coldingham_bay,55.89215850830078,-2.13280677795410,Beach break,Right & left,Sand & Rock,Beginners,N
scotland,lunan_bay,56.65490722656250,-2.49835968017578,Beach break,Right,Sand,Beginners,N
scotland,pease_bay,55.93651199340820,-2.32807159423828,Beach break,Right & left,Boulders,Beginners,N
scotland,findhorn_point,57.66437911987305,-3.62867617607117,Rivermouth,Right & left,Sand,Intermediate surfer,N
scotland,lossiemouth_beach,57.71606826782227,-3.27456951141357,Beach break,Right & left,Sand,Beginners,N
scotland,sinclairs_bay,58.50589370727539,-3.09265136718750,Beach break,Right & left,Boulders,Beginners,N
scotland,brimms_ness,58.62371063232422,-3.64677429199219,Reef break,Right & left,Rocky reef,Intermediate surfer,N
scotland,thurso_east,58.60605239868164,-3.51099014282227,Reef break,Right,Rocky reef,Intermediate surfer,N
scotland,thurso_shit_pipe,58.60001754760742,-3.51425170898438,Reef break,Right & left,Boulders,Intermediate surfer,N
scotland,machrihanish,55.42619323730469,-5.73469161987305,Beach break,Right & left,Sand,Beginners,N
spain,cadiz,36.51412200927734,-6.29121780395508,Beach break,Right & left,Sand,Beginners,N
spain,el_palmar,36.23097991943359,-6.07337951660156,Reef break,Right & left,Sand & Rock,Intermediate surfer,N
spain,zahara_de_los_atunes_,36.13624954223633,-5.84846019744873,Beach break,Right,Sand,Intermediate surfer,N
spain,playón,43.57069015502930,-6.05913162231445,Beach break,Right & left,Sand,Intermediate surfer,N
spain,rodiles,43.53587341308594,-5.38657569885254,Beach break,Left,Sand,Intermediate surfer,N
spain,san_lorenzo,43.54158020019531,-5.65521240234375,Beach break,Right & left,Sand,Unknown,N
spain,tapia_de_casariego,43.56863784790039,-6.95185661315918,Reef break,Right & left,Sand & Rock,Beginners,N
spain,berria,43.46497344970703,-3.46451282501221,Beach break,Right & left,Sand,Beginners,N
spain,los_locos,43.43936538696289,-4.04575824737549,Beach break,Right & left,Sand,Intermediate surfer,N
spain,pajaro,43.39452362060547,-4.33778619766235,Beach break,Right & left,Sand,Beginners,N
spain,playa_de_cuberris,43.49872970581055,-3.61364364624023,Beach break,Right & left,Sand,Intermediate surfer,N
spain,san_vicente,43.39163970947266,-4.38354492187500,Beach break,Right & left,Sand,Beginners,N
spain,somo,43.45665740966797,-3.75165939331055,Beach break,Right & left,Sand,Beginners,N
spain,a_corunha,43.37610626220703,-8.41827392578125,Reef break,Right,Boulders,Beginners,N
spain,la_lanzada,42.40615844726562,-8.86193275451660,Beach break,Right & left,Sand & Rock,Beginners,N
spain,pantin,43.63986587524414,-8.11310291290283,Beach break,Right & left,Sand,Intermediate surfer,N
spain,patos,42.15831375122070,-8.82476806640625,Beach break,Right & left,Sand,Beginners,N
spain,playa_de_ladeira,42.56117248535156,-9.05204772949219,Reef break,Right,Boulders,Beginners,N
spain,porto_de_rinlo,43.56155014038086,-7.10824012756348,Reef break,Left,Rocky reef,Intermediate surfer,N
spain,praia_de_lóngara,43.56200027465820,-7.18550920486450,Beach break,Right & left,Sand,Beginners,N
spain,almacenes,36.41526794433594,-5.15403127670288,Point break,Right,Rocky reef,Advanced surfer,N
spain,balcon_de_europe_point,36.74521255493164,-3.87349605560303,Point break,Right & left,Rocky reef,Intermediate surfer,N
spain,el_faro,36.50684356689453,-4.64618682861328,Beach break,Right,Sand & Rock,Unknown,N
spain,galúa,37.66183090209961,-0.72114944458008,Reef break,Right & left,Sand,Intermediate surfer,N
spain,la_fosca,41.85728836059570,3.14322710037231,Beach break,Right & left,Sand,Intermediate surfer,N
spain,playa_del_seghers_,36.41629791259766,-5.16831016540527,Beach break,Right,Boulders,Advanced surfer,N
spain,playa_h10_,36.41510772705078,-5.17176771163940,Point break,Left,Coral reef,Advanced surfer,N
spain,torreguadiaro,36.29302597045898,-5.27137756347656,Beach break,Right,Sand,Beginners,N
spain,torrevieja_la_mata,38.00811767578125,-0.65127253532410,Beach break,Right,Sand & Rock,Intermediate surfer,N
spain,agiti,43.32335281372070,-2.01386690139771,Reef break,Right,Rocky reef,Advanced surfer,N
spain,meñakoz,43.39594268798828,-2.98570632934570,Point break,Right & left,Rocky reef,Advanced surfer,N
spain,mundaka,43.41552352905273,-2.69027709960938,Rivermouth,Left,Sand,Advanced surfer,N
spain,pikua,43.31877899169922,-2.00461864471436,Point break,Left,Sand & Rock,Advanced surfer,N
spain,playa_de_la_zurriola,43.32892227172852,-1.97642326354980,Beach break,Right & left,Sand,Beginners,N
spain,sopelana,43.39157867431641,-3.00021171569824,Beach break,Right & left,Sand & Rock,Beginners,N
spain,zarautz,43.29220199584961,-2.16567993164062,Beach break,Right & left,Sand,Beginners,N
spain,zumaia,43.30344390869141,-2.26507186889648,Beach break,Right & left,Sand,Beginners,N
wales,pembrey,51.66723251342773,-4.28535461425781,Beach break,Right,Sand,Beginners,N
wales,aberarth_beach,52.25164794921875,-4.23319101333618,Reef break,Right & left,Sand & Rock,Beginners,N
wales,grannog_beach,52.16049957275391,-4.47215414047241,Beach break,Left,Sand,Beginners,N
wales,poppit_sands,52.10584640502930,-4.69882249832153,Beach break,Right & left,Sand,Beginners,N
wales,quay_cliffs,52.21784210205078,-4.36055278778076,Reef break,Right & left,Rocky reef,Intermediate surfer,N
wales,caswell_bay_,51.57004928588867,-4.03487253189087,Beach break,Right & left,Sand,Beginners,N
wales,coney_beach,51.47432708740234,-3.69490242004395,Beach break,Right & left,Sand,Beginners,N
wales,llangennith,51.59584045410156,-4.29634094238281,Beach break,Right & left,Sand,Beginners,N
wales,llantwit_major_,51.38356781005859,-3.51408004760742,Point break,Right,Sand & Rock,Intermediate surfer,N
wales,rest_bay_porthcawl,51.48095703125000,-3.74908447265625,Beach break,Right & left,Boulders,Beginners,N
wales,southerndown,51.44544982910156,-3.60969543457031,Reef break,Right & left,Sand,Unknown,N
wales,hells_mouth,52.80276107788086,-4.60327148437500,Beach break,Right & left,Sand & Rock,Intermediate surfer,N
wales,hells_mouth_reef,52.80379867553711,-4.54730987548828,Reef break,Right & left,Boulders,Intermediate surfer,N
